County,Solds,Ave List Price,Ave Sold Price,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Number,Unnamed: 3
Cook,,"$267,760",,,,,,,,,5,
Coweta,,"$542,074",,,,,,,,,476,
Crawford,,"$379,200",,,,,,,,,6,
Crisp,,"$338,835",,,,,,,,,17,
Dade,,"$1,055,425",,,,,,,,,2,
Dawson,,"$801,864",,,,,,,,,102,
Decatur,,"$54,900",,,,,,,,,1,
DeKalb,,"$532,587",,,,,,,,,"1,246",
DeKalb (AL),,"$299,000",,,,,,,,,1,
Dodge,,"$204,712",,,,,,,,,26,
Dooly,,"$173,614",,,,,,,,,21,
Dougherty,,"$180,159",,,,,,,,,42,
Douglas,,"$455,562",,,,,,,,,422,
Early,,"$604,633",,,,,,,,,3,
Effingham,,"$607,327",,,,,,,,,45,
Elbert,,"$301,983",,,,,,,,,23,
Emanuel,,"$210,576",,,,,,,,,21,
Evans,,"$355,444",,,,,,,,,9,
Fannin,,"$1,018,131",,,,,,,,,308,
Fayette,,"$738,851",,,,,,,,,289,
Fl Counties,,"$570,000",,,,,,,,,2,
Floyd,,"$349,668",,,,,,,,,214,
Forsyth,,"$831,576",,,,,,,,,385,
Franklin,,"$367,307",,,,,,,,,79,
Fulton,,"$913,876",,,,,,,,,"2,094",
Gilmer,,"$603,758",,,,,,,,,221,
Glascock,,"$599,000",,,,,,,,,1,
Glynn,,"$793,245",,,,,,,,,104,
Gordon,,"$418,013",,,,,,,,,89,
Grady,,"$307,950",,,,,,,,,4,
Greene,,"$1,311,904",,,,,,,,,127,
Gwinnett,,"$620,893",,,,,,,,,"1,340",
Habersham,,"$612,057",,,,,,,,,116,
Hall,,"$721,086",,,,,,,,,479,
Hancock,,"$425,757",,,,,,,,,21,
Haralson,,"$387,963",,,,,,,,,89,
Harris,,"$548,699",,,,,,,,,46,
Hart,,"$457,605",,,,,,,,,103,
Heard,,"$516,295",,,,,,,,,19,
Henry,,"$441,705",,,,,,,,,856,
Houston,,"$318,810",,,,,,,,,352,
Irwin,,"$299,900",,,,,,,,,1,
Jackson,,"$524,649",,,,,,,,,374,
Jasper,,"$475,344",,,,,,,,,110,
Jeff Davis,,"$250,228",,,,,,,,,17,
Jefferson,,"$234,300",,,,,,,,,11,
Jenkins,,"$254,369",,,,,,,,,13,
Johnson,,"$194,673",,,,,,,,,11,
Jones,,"$301,050",,,,,,,,,45,
Lamar,,"$380,045",,,,,,,,,50,
Lanier,,$0,,,,,,,,,0,
Laurens,,"$284,643",,,,,,,,,67,
Lee,,"$742,000",,,,,,,,,2,
Lee (AL),,"$387,450",,,,,,,,,2,
Liberty,,"$312,769",,,,,,,,,45,
Lincoln,,"$497,475",,,,,,,,,4,
Long,,"$384,497",,,,,,,,,32,
Lowndes,,"$465,226",,,,,,,,,12,
Lumpkin,,"$821,559",,,,,,,,,71,
Macon,,"$288,627",,,,,,,,,11,
Madison,,"$433,373",,,,,,,,,45,
Marion,,"$226,164",,,,,,,,,7,
Mcduffie,,"$287,460",,,,,,,,,10,
Mcintosh,,"$526,918",,,,,,,,,41,
Meriwether,,"$360,691",,,,,,,,,61,
Mitchell,,"$423,183",,,,,,,,,3,
Monroe,,"$612,885",,,,,,,,,69,
Montgomery,,"$405,614",,,,,,,,,7,
Morgan,,"$772,327",,,,,,,,,52,
Murray,,"$838,544",,,,,,,,,16,
Muscogee,,"$277,401",,,,,,,,,102,
NC Counties,,"$775,229",,,,,,,,,48,
Newton,,"$409,102",,,,,,,,,335,
Oconee,,"$702,354",,,,,,,,,92,
Oglethorpe,,"$513,735",,,,,,,,,20,
Paulding,,"$439,483",,,,,,,,,603,
Peach,,"$358,312",,,,,,,,,43,
Pickens,,"$564,294",,,,,,,,,118,
Pierce,,"$280,953",,,,,,,,,9,
Pike,,"$613,771",,,,,,,,,67,
Polk,,"$350,099",,,,,,,,,91,
Pulaski,,"$247,668",,,,,,,,,13,
Putnam,,"$832,114",,,,,,,,,128,
Quitman,,"$2,039,000",,,,,,,,,2,
Rabun,,"$734,330",,,,,,,,,125,
Randolph,,"$350,975",,,,,,,,,4,
Randolph (AL),,"$582,507",,,,,,,,,15,
Richmond,,"$190,250",,,,,,,,,28,
Rockdale,,"$443,769",,,,,,,,,277,
Russell (AL),,"$284,800",,,,,,,,,3,
Sc Counties,,"$826,733",,,,,,,,,25,
Schley,,"$324,450",,,,,,,,,2,
Screven,,"$302,414",,,,,,,,,14,
Spalding,,"$353,412",,,,,,,,,257,
Stephens,,"$378,505",,,,,,,,,75,
Stewart,,"$482,434",,,,,,,,,2,
Sumter,,"$314,181",,,,,,,,,13,
Talbot,,"$329,113",,,,,,,,,8,
Taliaferro,,"$269,000",,,,,,,,,3,
Talladega (AL),,"$297,180",,,,,,,,,5,
Tattnall,,"$407,092",,,,,,,,,13,
Taylor,,"$209,850",,,,,,,,,4,
Telfair,,"$347,171",,,,,,,,,19,
Terrell,,"$354,725",,,,,,,,,4,
Thomas,,"$188,243",,,,,,,,,7,
Tift,,"$297,774",,,,,,,,,15,
Tn Counties,,"$3,596,800",,,,,,,,,6,
Toombs,,"$447,404",,,,,,,,,23,
Towns,,"$764,568",,,,,,,,,63,
Treutlen,,"$262,780",,,,,,,,,5,
Troup,,"$345,893",,,,,,,,,174,
Turner,,"$269,000",,,,,,,,,1,
Twiggs,,"$217,025",,,,,,,,,8,
Union,,"$607,396",,,,,,,,,115,
Upson,,"$294,705",,,,,,,,,87,
Walker,,"$381,070",,,,,,,,,27,
Walton,,"$569,992",,,,,,,,,441,
Ware,,"$221,066",,,,,,,,,31,
Warren,,"$272,500",,,,,,,,,2,
Washington,,"$239,134",,,,,,,,,29,
Wayne,,"$314,875",,,,,,,,,24,
Wheeler,,"$296,893",,,,,,,,,6,
White,,"$477,276",,,,,,,,,103,
Whitfield,,"$346,331",,,,,,,,,16,
Wilcox,,"$84,900",,,,,,,,,1,
Wilkes,,"$225,386",,,,,,,,,7,
Wilkinson,,"$188,969",,,,,,,,,16,
Worth,,"$238,267",,,,,,,,,3,
Al Counties,,$0,,,,,,,,,0,
Appling,,"$154,740",,,,,,,,,5,
Bacon,,$0,,,,,,,,,0,
Baldwin,,"$332,392",,,,,,,,,13,
Baldwin (AL),,$0,,,,,,,,,0,
Banks,,"$329,367",,,,,,,,,13,
Barrow,,"$446,307",,,,,,,,,92,
Bartow,,"$357,029",,,,,,,,,89,
Ben Hill,,"$90,000",,,,,,,,,2,
Berrien,,"$149,900",,,,,,,,,1,
Bibb,,"$220,440",,,,,,,,,119,
Bleckley,,"$159,560",,,,,,,,,5,
Brantley,,"$184,983",,,,,,,,,6,
Brooks,,$0,,,,,,,,,0,
Bryan,,"$590,887",,,,,,,,,9,
Bulloch,,"$338,353",,,,,,,,,72,
Burke,,"$119,950",,,,,,,,,2,
Butts,,"$316,660",,,,,,,,,23,
Calhoun,,$0,,,,,,,,,0,
Calhoun (AL),,$0,,,,,,,,,0,
Camden,,"$365,073",,,,,,,,,103,
Candler,,"$305,380",,,,,,,,,5,
Carroll,,"$342,578",,,,,,,,,118,
Catoosa,,"$352,600",,,,,,,,,3,
Chambers (AL),,"$248,425",,,,,,,,,8,
Charlton,,"$264,000",,,,,,,,,7,
Chatham,,"$379,112",,,,,,,,,84,
Chattahoochee,,$0,,,,,,,,,0,
Chattooga,,"$266,000",,,,,,,,,10,
Cherokee,,"$586,574",,,,,,,,,235,
Cherokee (AL),,"$259,000",,,,,,,,,1,
Clarke,,"$397,335",,,,,,,,,50,
Clay,,$0,,,,,,,,,0,
Clayton,,"$297,371",,,,,,,,,198,
Cleburne (AL),,$0,,,,,,,,,0,
Clinch,,$0,,,,,,,,,0,
Cobb,,"$536,458",,,,,,,,,415,
Coffee,,$0,,,,,,,,,0,
Colquitt,,"$209,725",,,,,,,,,4,
Columbia,,"$330,950",,,,,,,,,4,
Cook,,$0,,,,,,,,,0,
Coweta,,"$499,006",,,,,,,,,167,
Crawford,,"$139,700",,,,,,,,,2,
Crisp,,"$504,814",,,,,,,,,7,
Dade,,$0,,,,,,,,,0,
Dawson,,"$522,041",,,,,,,,,38,
Decatur,,$0,,,,,,,,,0,
DeKalb,,"$509,663",,,,,,,,,430,
DeKalb (AL),,"$645,000",,,,,,,,,1,
Dodge,,"$194,500",,,,,,,,,4,
Dooly,,$0,,,,,,,,,0,
Dougherty,,"$240,975",,,,,,,,,4,
Douglas,,"$384,035",,,,,,,,,127,
Early,,$0,,,,,,,,,0,
Effingham,,"$311,275",,,,,,,,,16,
Elbert,,"$222,844",,,,,,,,,9,
Emanuel,,"$136,729",,,,,,,,,7,
Evans,,"$299,667",,,,,,,,,3,
Fannin,,"$837,895",,,,,,,,,44,
Fayette,,"$576,589",,,,,,,,,108,
Fl Counties,,$0,,,,,,,,,0,
Floyd,,"$278,817",,,,,,,,,73,
Forsyth,,"$844,180",,,,,,,,,154,
Franklin,,"$314,050",,,,,,,,,18,
Fulton,,"$653,514",,,,,,,,,688,
Gilmer,,"$549,906",,,,,,,,,37,
Glascock,,$0,,,,,,,,,0,
Glynn,,"$663,317",,,,,,,,,23,
Gordon,,"$371,116",,,,,,,,,26,
Grady,,"$109,967",,,,,,,,,3,
Greene,,"$1,008,499",,,,,,,,,26,
Gwinnett,,"$504,361",,,,,,,,,535,
Habersham,,"$350,696",,,,,,,,,50,
Hall,,"$538,839",,,,,,,,,128,
Hancock,,"$298,167",,,,,,,,,3,
Haralson,,"$259,596",,,,,,,,,23,
Harris,,"$378,829",,,,,,,,,29,
Hart,,"$359,388",,,,,,,,,26,
Heard,,"$296,663",,,,,,,,,8,
Henry,,"$423,918",,,,,,,,,257,
Houston,,"$297,172",,,,,,,,,181,
Irwin,,$0,,,,,,,,,0,
Jackson,,"$444,651",,,,,,,,,98,
Jasper,,"$333,522",,,,,,,,,28,
Jeff Davis,,"$375,000",,,,,,,,,1,
Jefferson,,"$602,333",,,,,,,,,3,
Jenkins,,"$312,500",,,,,,,,,2,
Johnson,,"$87,000",,,,,,,,,3,
Jones,,"$275,750",,,,,,,,,13,
Lamar,,"$230,109",,,,,,,,,18,
Lanier,,"$197,444",,,,,,,,,2,
Laurens,,"$273,705",,,,,,,,,19,
Lee,,$0,,,,,,,,,0,
Lee (AL),,$0,,,,,,,,,0,
Liberty,,"$266,502",,,,,,,,,17,
Lincoln,,$0,,,,,,,,,0,
Long,,"$218,800",,,,,,,,,5,
Lowndes,,"$229,283",,,,,,,,,6,
Lumpkin,,"$387,448",,,,,,,,,22,
Macon,,"$340,000",,,,,,,,,1,
Madison,,"$364,670",,,,,,,,,20,
Marion,,$0,,,,,,,,,0,
Mcduffie,,"$158,608",,,,,,,,,6,
Mcintosh,,"$283,796",,,,,,,,,5,
Meriwether,,"$274,460",,,,,,,,,30,
Mitchell,,$0,,,,,,,,,0,
Monroe,,"$431,397",,,,,,,,,24,
Montgomery,,$0,,,,,,,,,0,
Morgan,,"$607,678",,,,,,,,,12,
Murray,,"$242,475",,,,,,,,,4,
Muscogee,,"$321,278",,,,,,,,,52,
NC Counties,,"$441,071",,,,,,,,,7,
Newton,,"$346,751",,,,,,,,,105,
Oconee,,"$574,500",,,,,,,,,36,
Oglethorpe,,"$324,636",,,,,,,,,11,
Paulding,,"$388,352",,,,,,,,,205,
Peach,,"$208,069",,,,,,,,,37,
Pickens,,"$484,267",,,,,,,,,25,
Pierce,,"$499,750",,,,,,,,,2,
Pike,,"$434,377",,,,,,,,,17,
Polk,,"$223,623",,,,,,,,,35,
Pulaski,,"$249,000",,,,,,,,,1,
Putnam,,"$479,996",,,,,,,,,27,
Quitman,,"$60,900",,,,,,,,,1,
Rabun,,"$1,333,176",,,,,,,,,21,
Randolph,,"$155,000",,,,,,,,,1,
Randolph (AL),,"$230,000",,,,,,,,,1,
Richmond,,"$147,417",,,,,,,,,6,
Rockdale,,"$374,492",,,,,,,,,89,
Russell (AL),,"$182,000",,,,,,,,,1,
Sc Counties,,"$1,126,333",,,,,,,,,3,
Schley,,"$309,700",,,,,,,,,2,
Screven,,"$217,400",,,,,,,,,6,
Spalding,,"$312,993",,,,,,,,,93,
Stephens,,"$261,181",,,,,,,,,26,
Stewart,,$0,,,,,,,,,0,
Sumter,,"$60,000",,,,,,,,,2,
Talbot,,$0,,,,,,,,,0,
Taliaferro,,"$37,604",,,,,,,,,1,
Talladega (AL),,$0,,,,,,,,,0,
Tattnall,,"$248,290",,,,,,,,,10,
Taylor,,"$194,950",,,,,,,,,2,
Telfair,,"$176,500",,,,,,,,,2,
Terrell,,$0,,,,,,,,,0,
Thomas,,"$195,000",,,,,,,,,2,
Tift,,"$275,000",,,,,,,,,1,
Tn Counties,,"$584,777",,,,,,,,,1,
Toombs,,"$311,667",,,,,,,,,3,
Towns,,"$897,060",,,,,,,,,15,
Treutlen,,$0,,,,,,,,,0,
Troup,,"$289,171",,,,,,,,,64,
Turner,,$0,,,,,,,,,0,
Twiggs,,"$132,450",,,,,,,,,4,
Union,,"$561,635",,,,,,,,,23,
Upson,,"$277,280",,,,,,,,,21,
Walker,,"$420,133",,,,,,,,,6,
Walton,,"$466,630",,,,,,,,,116,
Ware,,"$190,000",,,,,,,,,1,
Warren,,$0,,,,,,,,,0,
Washington,,"$216,411",,,,,,,,,9,
Wayne,,"$264,300",,,,,,,,,9,
Wheeler,,"$182,000",,,,,,,,,2,
White,,"$519,150",,,,,,,,,32,
Whitfield,,"$258,378",,,,,,,,,9,
Wilcox,,"$200,000",,,,,,,,,1,
Wilkes,,"$84,692",,,,,,,,,3,
Wilkinson,,"$184,733",,,,,,,,,6,
Worth,,"$70,000",,,,,,,,,1,
Baldwin,1.0,"$130,000","$125,000",,,,,,,,,
Baldwin (AL),0.0,$0,$0,,,,,,,,,
Barrow,0.0,$0,$0,,,,,,,,,
Bartow,0.0,$0,$0,,,,,,,,,
Bibb,0.0,$0,$0,,,,,,,,,
Bulloch,1.0,"$99,900","$100,000",,,,,,,,,
Carroll,0.0,$0,$0,,,,,,,,,
Chatham,2.0,"$265,000","$258,750",,,,,,,,,
Cherokee,4.0,"$353,750","$346,625",,,,,,,,,
Clarke,15.0,"$257,060","$250,633",,,,,,,,,
Clayton,3.0,"$136,600","$126,333",,,,,,,,,
Cobb,46.0,"$307,599","$302,391",,,,,,,,,
Coweta,0.0,$0,$0,,,,,,,,,
DeKalb,58.0,"$235,937","$229,802",,,,,,,,,
Dougherty,1.0,"$85,000","$85,000",,,,,,,,,
Douglas,1.0,"$150,000","$145,000",,,,,,,,,
Fannin,0.0,$0,$0,,,,,,,,,
Fayette,6.0,"$279,967","$274,300",,,,,,,,,
Fl Counties,0.0,$0,$0,,,,,,,,,
Floyd,2.0,"$219,250","$211,750",,,,,,,,,
Forsyth,4.0,"$467,675","$466,506",,,,,,,,,
Fulton,166.0,"$374,260","$365,617",,,,,,,,,
Gilmer,0.0,$0,$0,,,,,,,,,
Glynn,0.0,$0,$0,,,,,,,,,
Gordon,2.0,"$174,000","$168,000",,,,,,,,,
Greene,0.0,$0,$0,,,,,,,,,
Gwinnett,10.0,"$288,879","$281,525",,,,,,,,,
Habersham,0.0,$0,$0,,,,,,,,,
Hall,1.0,"$269,000","$248,500",,,,,,,,,
Hancock,0.0,$0,$0,,,,,,,,,
Harris,0.0,$0,$0,,,,,,,,,
Hart,0.0,$0,$0,,,,,,,,,
Houston,1.0,"$71,000","$65,000",,,,,,,,,
Jones,0.0,$0,$0,,,,,,,,,
Mcintosh,0.0,$0,$0,,,,,,,,,
Monroe,0.0,$0,$0,,,,,,,,,
Morgan,0.0,$0,$0,,,,,,,,,
Murray,1.0,"$195,000","$201,000",,,,,,,,,
Muscogee,0.0,$0,$0,,,,,,,,,
Newton,0.0,$0,$0,,,,,,,,,
Oconee,0.0,$0,$0,,,,,,,,,
Paulding,0.0,$0,$0,,,,,,,,,
Pickens,0.0,$0,$0,,,,,,,,,
Putnam,2.0,"$135,000","$123,750",,,,,,,,,
Rabun,0.0,$0,$0,,,,,,,,,
Richmond,0.0,$0,$0,,,,,,,,,
Rockdale,2.0,"$230,000","$225,000",,,,,,,,,
Sc Counties,0.0,$0,$0,,,,,,,,,
Spalding,0.0,$0,$0,,,,,,,,,
Stephens,0.0,$0,$0,,,,,,,,,
Towns,0.0,$0,$0,,,,,,,,,
Walton,0.0,$0,$0,,,,,,,,,
White,0.0,$0,$0,,,,,,,,,
Whitfield,0.0,$0,$0,,,,,,,,,
Baldwin,0.0,$0,$0,,,,,,,,,
Baldwin (AL),0.0,$0,$0,,,,,,,,,
Barrow,0.0,$0,$0,,,,,,,,,
Bartow,1.0,"$231,000","$225,000",,,,,,,,,
Bibb,2.0,"$329,000","$334,000",,,,,,,,,
Bulloch,0.0,$0,$0,,,,,,,,,
Carroll,0.0,$0,$0,,,,,,,,,
Chatham,1.0,"$197,500","$200,000",,,,,,,,,
Cherokee,2.0,"$417,500","$417,500",,,,,,,,,
Clarke,14.0,"$364,307","$349,111",,,,,,,,,
Clayton,1.0,"$165,000","$162,000",,,,,,,,,
Cobb,44.0,"$308,672","$301,794",,,,,,,,,
Coweta,1.0,"$300,000","$290,000",,,,,,,,,
DeKalb,41.0,"$260,524","$253,149",,,,,,,,,
Dougherty,0.0,$0,$0,,,,,,,,,
Douglas,2.0,"$159,750","$159,095",,,,,,,,,
Fannin,0.0,$0,$0,,,,,,,,,
Fayette,1.0,"$249,900","$235,000",,,,,,,,,
Fl Counties,0.0,$0,$0,,,,,,,,,
Floyd,2.0,"$326,450","$320,077",,,,,,,,,
Forsyth,8.0,"$446,038","$444,663",,,,,,,,,
Fulton,160.0,"$476,117","$475,215",,,,,,,,,
Gilmer,0.0,$0,$0,,,,,,,,,
Glynn,2.0,"$339,950","$329,950",,,,,,,,,
Gordon,2.0,"$189,900","$188,000",,,,,,,,,
Greene,0.0,$0,$0,,,,,,,,,
Gwinnett,17.0,"$303,455","$299,135",,,,,,,,,
Habersham,0.0,$0,$0,,,,,,,,,
Hall,5.0,"$297,880","$285,900",,,,,,,,,
Hancock,0.0,$0,$0,,,,,,,,,
Harris,0.0,$0,$0,,,,,,,,,
Hart,0.0,$0,$0,,,,,,,,,
Houston,3.0,"$133,300","$126,167",,,,,,,,,
Jones,0.0,$0,$0,,,,,,,,,
Mcintosh,1.0,"$242,000","$230,000",,,,,,,,,
Monroe,1.0,"$310,000","$290,000",,,,,,,,,
Morgan,0.0,$0,$0,,,,,,,,,
Murray,0.0,$0,$0,,,,,,,,,
Muscogee,0.0,$0,$0,,,,,,,,,
Newton,0.0,$0,$0,,,,,,,,,
Oconee,0.0,$0,$0,,,,,,,,,
Paulding,0.0,$0,$0,,,,,,,,,
Pickens,1.0,"$359,000","$340,000",,,,,,,,,
Putnam,0.0,$0,$0,,,,,,,,,
Rabun,1.0,"$1,850,000","$1,840,000",,,,,,,,,
Richmond,0.0,$0,$0,,,,,,,,,
Rockdale,1.0,"$325,000","$305,000",,,,,,,,,
Sc Counties,0.0,$0,$0,,,,,,,,,
Spalding,1.0,"$186,000","$186,000",,,,,,,,,
Stephens,0.0,$0,$0,,,,,,,,,
Towns,0.0,$0,$0,,,,,,,,,
Walton,0.0,$0,$0,,,,,,,,,
White,1.0,"$399,000","$411,500",,,,,,,,,
Whitfield,0.0,$0,$0,,,,,,,,,
Baldwin,,"$199,999",,,,,,,,,1,
Baldwin (AL),,"$859,900",,,,,,,,,1,
Barrow,,"$655,000",,,,,,,,,6,
Bartow,,$0,,,,,,,,,0,
Bibb,,"$483,800",,,,,,,,,5,
Bulloch,,"$106,750",,,,,,,,,2,
Carroll,,"$225,000",,,,,,,,,1,
Chatham,,"$668,333",,,,,,,,,6,
Cherokee,,"$534,518",,,,,,,,,11,
Clarke,,"$263,600",,,,,,,,,20,
Clayton,,"$146,566",,,,,,,,,6,
Cobb,,"$350,121",,,,,,,,,125,
Coweta,,"$278,850",,,,,,,,,2,
DeKalb,,"$260,766",,,,,,,,,207,
Dougherty,,$0,,,,,,,,,0,
Douglas,,"$322,975",,,,,,,,,4,
Fannin,,"$185,000",,,,,,,,,1,
Fayette,,"$348,180",,,,,,,,,5,
Fl Counties,,"$347,500",,,,,,,,,1,
Floyd,,"$553,333",,,,,,,,,3,
Forsyth,,"$492,114",,,,,,,,,14,
Fulton,,"$529,043",,,,,,,,,746,
Gilmer,,"$279,450",,,,,,,,,2,
Glynn,,"$643,919",,,,,,,,,16,
Gordon,,"$258,267",,,,,,,,,3,
Greene,,$0,,,,,,,,,0,
Gwinnett,,"$347,418",,,,,,,,,38,
Habersham,,"$224,000",,,,,,,,,1,
Hall,,"$311,967",,,,,,,,,6,
Hancock,,"$314,450",,,,,,,,,2,
Harris,,$0,,,,,,,,,0,
Hart,,"$359,000",,,,,,,,,1,
Houston,,"$127,250",,,,,,,,,2,
Jones,,"$99,500",,,,,,,,,1,
Mcintosh,,$0,,,,,,,,,0,
Monroe,,"$350,000",,,,,,,,,3,
Morgan,,"$509,900",,,,,,,,,2,
Murray,,$0,,,,,,,,,0,
Muscogee,,$0,,,,,,,,,0,
Newton,,"$428,333",,,,,,,,,3,
Oconee,,"$450,000",,,,,,,,,1,
Paulding,,"$325,000",,,,,,,,,1,
Pickens,,$0,,,,,,,,,0,
Putnam,,"$525,225",,,,,,,,,4,
Rabun,,"$287,745",,,,,,,,,11,
Richmond,,$0,,,,,,,,,0,
Rockdale,,"$196,300",,,,,,,,,3,
Sc Counties,,"$360,000",,,,,,,,,1,
Spalding,,"$274,900",,,,,,,,,1,
Stephens,,$0,,,,,,,,,0,
Towns,,"$560,583",,,,,,,,,6,
Walton,,"$289,900",,,,,,,,,1,
White,,$0,,,,,,,,,0,
Whitfield,,"$227,450",,,,,,,,,2,
Baldwin,,$0,,,,,,,,,0,
Baldwin (AL),,$0,,,,,,,,,0,
Barrow,,$0,,,,,,,,,0,
Bartow,,"$239,000",,,,,,,,,1,
Bibb,,"$565,000",,,,,,,,,1,
Bulloch,,"$137,700",,,,,,,,,1,
Carroll,,"$310,000",,,,,,,,,1,
Chatham,,"$439,900",,,,,,,,,1,
Cherokee,,"$430,000",,,,,,,,,1,
Clarke,,"$210,617",,,,,,,,,6,
Clayton,,"$174,950",,,,,,,,,2,
Cobb,,"$305,153",,,,,,,,,30,
Coweta,,$0,,,,,,,,,0,
DeKalb,,"$356,458",,,,,,,,,41,
Dougherty,,$0,,,,,,,,,0,
Douglas,,$0,,,,,,,,,0,
Fannin,,$0,,,,,,,,,0,
Fayette,,"$265,000",,,,,,,,,2,
Fl Counties,,$0,,,,,,,,,0,
Floyd,,$0,,,,,,,,,0,
Forsyth,,"$477,127",,,,,,,,,9,
Fulton,,"$526,682",,,,,,,,,165,
Gilmer,,$0,,,,,,,,,0,
Glynn,,"$382,967",,,,,,,,,3,
Gordon,,"$199,900",,,,,,,,,1,
Greene,,"$168,000",,,,,,,,,1,
Gwinnett,,"$284,471",,,,,,,,,14,
Habersham,,$0,,,,,,,,,0,
Hall,,"$308,750",,,,,,,,,6,
Hancock,,$0,,,,,,,,,0,
Harris,,"$72,500",,,,,,,,,1,
Hart,,$0,,,,,,,,,0,
Houston,,$0,,,,,,,,,0,
Jones,,$0,,,,,,,,,0,
Mcintosh,,$0,,,,,,,,,0,
Monroe,,$0,,,,,,,,,0,
Morgan,,$0,,,,,,,,,0,
Murray,,$0,,,,,,,,,0,
Muscogee,,"$329,900",,,,,,,,,1,
Newton,,$0,,,,,,,,,0,
Oconee,,$0,,,,,,,,,0,
Paulding,,$0,,,,,,,,,0,
Pickens,,$0,,,,,,,,,0,
Putnam,,"$765,000",,,,,,,,,1,
Rabun,,"$320,000",,,,,,,,,1,
Richmond,,"$190,000",,,,,,,,,1,
Rockdale,,"$149,000",,,,,,,,,1,
Sc Counties,,$0,,,,,,,,,0,
Spalding,,$0,,,,,,,,,0,
Stephens,,"$399,000",,,,,,,,,1,
Towns,,$0,,,,,,,,,0,
Walton,,$0,,,,,,,,,0,
White,,$0,,,,,,,,,0,
Whitfield,,"$149,900",,,,,,,,,1,
Al Counties,,"$379,900",,,,,,,,,1,
Baldwin,,"$229,900",,,,,,,,,7,
Banks,,"$302,058",,,,,,,,,5,
Barrow,,"$380,513",,,,,,,,,16,
Bartow,,"$252,333",,,,,,,,,15,
Bibb,,"$87,633",,,,,,,,,3,
Bryan,,$0,,,,,,,,,0,
Bulloch,,"$96,429",,,,,,,,,7,
Butts,,"$250,823",,,,,,,,,6,
Camden,,"$247,450",,,,,,,,,2,
Carroll,,"$278,357",,,,,,,,,13,
Chatham,,"$491,084",,,,,,,,,10,
Cherokee,,"$520,167",,,,,,,,,43,
Clarke,,"$280,100",,,,,,,,,8,
Clayton,,"$242,802",,,,,,,,,61,
Cobb,,"$426,078",,,,,,,,,213,
Colquitt,,$0,,,,,,,,,0,
Columbia,,"$259,999",,,,,,,,,1,
Coweta,,"$359,068",,,,,,,,,25,
Dawson,,"$325,000",,,,,,,,,4,
DeKalb,,"$404,580",,,,,,,,,241,
Douglas,,"$337,912",,,,,,,,,20,
Effingham,,"$237,450",,,,,,,,,2,
Fayette,,"$593,131",,,,,,,,,11,
Floyd,,"$312,356",,,,,,,,,9,
Forsyth,,"$530,303",,,,,,,,,18,
Fulton,,"$565,705",,,,,,,,,465,
Glynn,,"$2,600,000",,,,,,,,,1,
Gordon,,"$250,933",,,,,,,,,3,
Greene,,"$345,000",,,,,,,,,1,
Gwinnett,,"$391,755",,,,,,,,,218,
Habersham,,"$375,000",,,,,,,,,2,
Hall,,"$363,724",,,,,,,,,57,
Hart,,"$536,200",,,,,,,,,4,
Henry,,"$302,515",,,,,,,,,49,
Houston,,"$234,650",,,,,,,,,5,
Jackson,,"$346,919",,,,,,,,,16,
Liberty,,"$154,900",,,,,,,,,1,
Lumpkin,,"$475,000",,,,,,,,,1,
Morgan,,"$324,500",,,,,,,,,1,
NC Counties,,$0,,,,,,,,,0,
Newton,,"$258,416",,,,,,,,,2,
Oconee,,$0,,,,,,,,,0,
Paulding,,"$330,767",,,,,,,,,9,
Pickens,,"$399,161",,,,,,,,,7,
Putnam,,"$497,224",,,,,,,,,15,
Rabun,,"$445,500",,,,,,,,,4,
Richmond,,"$165,000",,,,,,,,,1,
Rockdale,,"$306,030",,,,,,,,,33,
Sc Counties,,$0,,,,,,,,,0,
Spalding,,"$207,240",,,,,,,,,15,
Towns,,"$899,900",,,,,,,,,1,
Troup,,"$321,373",,,,,,,,,8,
Walker,,"$139,900",,,,,,,,,1,
Walton,,"$238,299",,,,,,,,,18,
White,,"$351,975",,,,,,,,,8,
Al Counties,,$0,,,,,,,,,0,
Baldwin,,$0,,,,,,,,,0,
Banks,,$0,,,,,,,,,0,
Barrow,,"$290,610",,,,,,,,,10,
Bartow,,"$217,206",,,,,,,,,7,
Bibb,,"$142,400",,,,,,,,,2,
Bryan,,"$265,000",,,,,,,,,1,
Bulloch,,"$140,800",,,,,,,,,5,
Butts,,$0,,,,,,,,,0,
Camden,,"$255,000",,,,,,,,,1,
Carroll,,"$281,233",,,,,,,,,10,
Chatham,,"$291,694",,,,,,,,,5,
Cherokee,,"$535,429",,,,,,,,,23,
Clarke,,"$262,967",,,,,,,,,3,
Clayton,,"$245,267",,,,,,,,,24,
Cobb,,"$414,672",,,,,,,,,89,
Colquitt,,$0,,,,,,,,,0,
Columbia,,$0,,,,,,,,,0,
Coweta,,"$341,269",,,,,,,,,10,
Dawson,,"$399,985",,,,,,,,,6,
DeKalb,,"$417,217",,,,,,,,,95,
Douglas,,"$239,600",,,,,,,,,3,
Effingham,,$0,,,,,,,,,0,
Fayette,,"$343,300",,,,,,,,,3,
Floyd,,"$264,633",,,,,,,,,3,
Forsyth,,"$416,123",,,,,,,,,13,
